"";"classe 1";"classe 2"
"*postReposts_22";9,98;-9,98
"*i_0943";0,674;-0,674
"*postComments_26";3,461;-3,461
"*postReposts_15";3,146;-3,146
"*i_0944";-0,611;0,611
"*postComments_71";-0,611;0,611
"*postReposts_39";1,863;-1,863
"*commentDate_3-1-2026";0,674;-0,674
"*i_0945";-2,386;2,386
"*postLikes_2500";0,867;-0,867
"*postComments_32";-2,272;2,272
"*postDate_26-12-2025";15,405;-15,405
"*i_0946";-0,119;0,119
"*i_0947";-0,106;0,106
"*postLikes_5800";1,084;-1,084
"*commentDate_29-12-2025";9,524;-9,524
"*i_0948";9,21;-9,21
"*postComments_55";0,684;-0,684
"*i_0950";-0,212;0,212
"*postReposts_19";8,427;-8,427
"*i_0951";-0,119;0,119
"*postReposts_12";-3,404;3,404
"*i_0952";-2,808;2,808
"*i_0953";24,549;-24,549
"*postLikes_10800";24,549;-24,549
"*postComments_674";24,549;-24,549
"*commentLikes_340";2,63;-2,63
"*commentLikes_171";-0,119;0,119
"*i_0954";-0,761;0,761
"*postLikes_7300";5,787;-5,787
"*i_0955";-6,153;6,153
"*postDate_27-12-2025";-37,075;37,075
"*commentLikes_44";-0,011;0,011
"*i_0956";-22,524;22,524
"*postComments_222";-22,524;22,524
"*postReposts_36";-21,737;21,737
"*commentDate_4-1-2026";0,038;-0,038
"*i_0957";-0,761;0,761
"*postLikes_3300";-0,85;0,85
"*i_0958";-2,195;2,195
"*commentLikes_469";-0,761;0,761
"*i_0960";-0,761;0,761
"*postReposts_14";-4,638;4,638
"*i_0961";-3,446;3,446
"*postReposts_29";-2,162;2,162
"*i_0962";0,56;-0,56
"*postLikes_2600";-0,282;0,282
"*i_0963";-6,687;6,687
"*postLikes_32400";-6,687;6,687
"*postComments_125";-6,687;6,687
"*postReposts_678";-6,687;6,687
"*commentDate_6-2-2026";-0,761;0,761
"*i_0966";-0,54;0,54
"*postComments_152";-0,54;0,54
"*postReposts_56";-0,54;0,54
"*postDate_28-12-2025";10,736;-10,736
"*i_0967";2,841;-2,841
"*postLikes_16100";2,841;-2,841
"*postComments_389";2,841;-2,841
"*postReposts_95";2,841;-2,841
"*commentLikes_99";0,038;-0,038
"*i_0968";-0,611;0,611
"*i_0969";7,1;-7,1
"*postComments_108";7,1;-7,1
"*commentLikes_51";4,389;-4,389
"*commentLikes_107";1,315;-1,315
"*i_0970";6,189;-6,189
"*postComments_34";5,756;-5,756
"*i_0972";-1,138;1,138
"*postLikes_1000";-0,715;0,715
"*postDate_29-12-2025";3,044;-3,044
"*i_0973";0,075;-0,075
"*postLikes_3900";20,587;-20,587
"*i_0974";13,051;-13,051
"*postComments_204";13,051;-13,051
"*postReposts_145";13,051;-13,051
"*commentLikes_78";-0,238;0,238
"*i_0975";-2,195;2,195
"*commentLikes_84";0,075;-0,075
"*i_0976";-0,238;0,238
"*i_0981";-0,238;0,238
"*postLikes_3800";0,006;-0,006
"*i_0982";7,893;-7,893
"*postReposts_25";-1,305;1,305
"*postDate_30-12-2025";7,893;-7,893
"*i_0001";-1,081;1,081
"*postDate_7-10-2025";-1,081;1,081
"*commentDate_7-10-2025";-1,521;1,521
"*commentDate_8-10-2025";0,003;-0,003
"*commentDate_9-10-2025";-0,079;0,079
"*i_0002";-4,07;4,07
"*postComments_166";-4,07;4,07
"*postReposts_64";-4,07;4,07
"*postDate_8-10-2025";-3,27;3,27
"*commentDate_10-10-2025";0,073;-0,073
"*commentDate_12-10-2025";-2,03;2,03
"*commentDate_11-10-2025";-0,499;0,499
"*commentDate_17-10-2025";-1,585;1,585
"*commentDate_14-10-2025";-0,041;0,041
"*commentLikes_227";0,038;-0,038
"*i_0003";6,28;-6,28
"*postLikes_5500";-3,23;3,23
"*postReposts_50";5,227;-5,227
"*i_0004";25,264;-25,264
"*postComments_51";20,658;-20,658
"*commentDate_13-10-2025";-3,529;3,529
"*i_0005";-0,632;0,632
"*postLikes_4300";-0,261;0,261
"*commentLikes_83";0,113;-0,113
"*i_0008";0,053;-0,053
"*postComments_236";0,053;-0,053
"*postReposts_38";0,034;-0,034
"*commentLikes_257";0,038;-0,038
"*commentLikes_131";-2,282;2,282
"*i_0009";0,113;-0,113
"*postLikes_5300";-4,063;4,063
"*i_0010";-23,617;23,617
"*postLikes_21200";-23,617;23,617
"*postComments_769";-23,617;23,617
"*postReposts_113";-23,617;23,617
"*commentLikes_161";-0,761;0,761
"*commentLikes_54";-0,611;0,611
"*commentLikes_453";-0,761;0,761
"*commentDate_23-10-2025";-18,608;18,608
"*i_0011";-0,54;0,54
"*postComments_19";-3,246;3,246
"*i_0012";0,038;-0,038
"*i_0013";0,27;-0,27
"*postComments_111";0,01;-0,01
"*commentLikes_28";-0,318;0,318
"*i_0014";-0,021;0,021
"*postLikes_8500";-2,211;2,211
"*i_0015";-4,478;4,478
"*postLikes_18300";-4,687;4,687
"*postComments_583";-4,478;4,478
"*postReposts_1.5K";-4,478;4,478
"*commentLikes_887";-0,761;0,761
"*commentLikes_654";-0,761;0,761
"*commentDate_16-10-2025";-1,403;1,403
"*i_0016";8,542;-8,542
"*postComments_223";7,916;-7,916
"*postDate_9-10-2025";1,989;-1,989
"*commentLikes_62";0,113;-0,113
"*commentLikes_123";0,038;-0,038
"*i_0017";2,247;-2,247
"*postLikes_6200";0,757;-0,757
"*postComments_300";2,247;-2,247
"*i_0019";1,315;-1,315
"*i_0020";-0,119;0,119
"*i_0022";-2,707;2,707
"*postLikes_32000";-2,707;2,707
"*postComments_123";-2,707;2,707
"*postReposts_668";-2,707;2,707
"*commentDate_9-11-2025";-3,721;3,721
"*i_0023";-1,163;1,163
"*postLikes_7100";-1,163;1,163
"*postComments_183";-11,384;11,384
"*postReposts_73";10,66;-10,66
"*i_0024";-0,761;0,761
"*i_0025";-1,521;1,521
"*postLikes_987";-1,521;1,521
"*i_0026";1,347;-1,347
"*postLikes_17800";1,347;-1,347
"*postReposts_118";0,555;-0,555
"*postDate_10-10-2025";0,026;-0,026
"*i_0027";2,63;-2,63
"*postLikes_6800";-20,184;20,184
"*commentDate_15-10-2025";-0,004;0,004
"*i_0028";-0,549;0,549
"*postComments_167";-0,549;0,549
"*i_0029";0;0
"*postLikes_2000";2,095;-2,095
"*postComments_28";-0,002;0,002
"*i_0030";2,78;-2,78
"*postLikes_13000";2,78;-2,78
"*postComments_247";2,78;-2,78
"*commentLikes_91";-2,282;2,282
"*commentLikes_309";-0,761;0,761
"*i_0031";-2,386;2,386
"*postComments_56";-1,432;1,432
"*commentDate_18-10-2025";0,642;-0,642
"*i_0032";-0,175;0,175
"*postLikes_12900";-0,175;0,175
"*postComments_175";-0,175;0,175
"*i_0033";0,038;-0,038
"*postReposts_54";0,038;-0,038
"*i_0034";-1,138;1,138
"*i_0035";1,156;-1,156
"*postComments_134";1,156;-1,156
"*commentDate_21-10-2025";1,319;-1,319
"*commentLikes_129";-1,521;1,521
"*i_0036";0,151;-0,151
"*postComments_33";0,012;-0,012
"*i_0037";0,189;-0,189
"*postComments_66";1,651;-1,651
"*i_0038";-2,358;2,358
"*postComments_169";-2,358;2,358
"*commentLikes_471";-0,761;0,761
"*i_0039";0,046;-0,046
"*postComments_142";0,046;-0,046
"*postReposts_198";0,046;-0,046
"*postDate_11-10-2025";0,251;-0,251
"*i_0040";-4,775;4,775
"*i_0041";-1,521;1,521
"*postComments_23";-0,008;0,008
"*i_0042";-5,385;5,385
"*postReposts_43";-37,896;37,896
"*commentLikes_87";0,113;-0,113
"*commentDate_8-11-2025";-2,08;2,08
"*i_0043";11,457;-11,457
"*postComments_362";3,29;-3,29
"*postReposts_116";11,457;-11,457
"*commentLikes_112";-0,54;0,54
"*commentLikes_349";1,315;-1,315
"*i_0044";0,319;-0,319
"*postLikes_8100";-2,166;2,166
"*postComments_756";0,319;-0,319
"*postReposts_72";0,297;-0,297
"*commentLikes_85";-2,282;2,282
"*commentLikes_63";0,575;-0,575
"*i_0045";-5,22;5,22
"*postComments_46";-5,22;5,22
"*postReposts_132";-5,22;5,22
"*commentLikes_56";-1,081;1,081
"*i_0046";-0,596;0,596
"*postComments_69";-0,638;0,638
"*i_0047";-0,021;0,021
"*i_0048";-1,521;1,521
"*i_0049";2,63;-2,63
"*postComments_144";0,034;-0,034
"*i_0050";-0,009;0,009
"*postDate_12-10-2025";-8,487;8,487
"*i_0051";1,315;-1,315
"*i_0052";-0,021;0,021
"*postLikes_6100";2,495;-2,495
"*i_0053";0,038;-0,038
"*postLikes_15300";0,038;-0,038
"*postReposts_47";-0,008;0,008
"*i_0054";-2,195;2,195
"*postLikes_5200";10,875;-10,875
"*i_0055";-5,95;5,95
"*postLikes_9400";-35,7;35,7
"*postComments_1100";-5,95;5,95
"*postReposts_146";-4,161;4,161
"*commentLikes_220";0,038;-0,038
"*commentLikes_1,767";-0,761;0,761
"*commentLikes_101";-3,043;3,043
"*i_0056";-1,521;1,521
"*i_0057";-1,521;1,521
"*i_0058";-0,761;0,761
"*i_0059";-1,081;1,081
"*postLikes_1900";-0,041;0,041
"*commentLikes_274";1,315;-1,315
"*i_0060";0,038;-0,038
"*postDate_13-10-2025";-8,276;8,276
"*i_0061";1,315;-1,315
"*postComments_2";3,946;-3,946
"*i_0062";1,728;-1,728
"*postComments_100";-0,167;0,167
"*i_0063";-2,282;2,282
"*postLikes_2700";-13,171;13,171
"*i_0064";-2,214;2,214
"*postLikes_6000";-0,002;0,002
"*postComments_381";-2,214;2,214
"*i_0065";0,168;-0,168
"*postComments_65";-0,375;0,375
"*commentLikes_93";0,038;-0,038
"*i_0066";0,302;-0,302
"*i_0067";-0,761;0,761
"*postComments_12";-1,673;1,673
"*i_0069";-8,241;8,241
"*postComments_929";-8,241;8,241
"*commentLikes_428";-0,761;0,761
"*commentLikes_95";1,315;-1,315
"*commentLikes_209";-0,761;0,761
"*commentLikes_454";-0,119;0,119
"*commentLikes_160";-1,521;1,521
"*commentLikes_121";0,038;-0,038
"*i_0070";-4,304;4,304
"*commentLikes_186";-1,521;1,521
"*i_0071";-0,54;0,54
"*postLikes_10000";-0,54;0,54
"*postReposts_66";-0,54;0,54
"*i_0072";0,235;-0,235
"*postComments_105";-1,912;1,912
"*commentLikes_74";0,038;-0,038
"*i_0073";1,315;-1,315
"*postLikes_932";1,315;-1,315
"*postDate_14-10-2025";5,779;-5,779
"*i_0074";0,012;-0,012
"*postComments_59";3,909;-3,909
"*i_0075";5,363;-5,363
"*postLikes_7600";-0,424;0,424
"*postComments_453";5,363;-5,363
"*i_0076";-0,001;0,001
"*postComments_60";0,138;-0,138
"*i_0077";-0,021;0,021
"*postReposts_57";-0,021;0,021
"*i_0078";0,075;-0,075
"*i_0079";6,781;-6,781
"*postLikes_16400";6,781;-6,781
"*postComments_283";6,781;-6,781
"*postReposts_605";6,781;-6,781
"*commentLikes_303";0,038;-0,038
"*commentLikes_312";-0,761;0,761
"*i_0080";-3,446;3,446
"*i_0081";-2,684;2,684
"*i_0082";-0,119;0,119
"*i_0083";3,912;-3,912
"*i_0085";1,231;-1,231
"*i_0086";0,011;-0,011
"*postReposts_58";-0,124;0,124
"*postDate_15-10-2025";-1,098;1,098
"*commentDate_30-10-2025";-0,059;0,059
"*i_0087";-1,097;1,097
"*postComments_20";-4,846;4,846
"*i_0088";0,226;-0,226
"*postLikes_927";0,226;-0,226
"*commentDate_19-10-2025";4,617;-4,617
"*i_0089";0,011;-0,011
"*postComments_129";-0,944;0,944
"*i_0090";0,151;-0,151
"*i_0091";0,038;-0,038
"*postComments_8";0,026;-0,026
"*i_0092";0,038;-0,038
"*i_0093";-1,222;1,222
"*i_0094";-3,779;3,779
"*postComments_27";-8,215;8,215
"*postReposts_83";-3,779;3,779
"*i_0095";-0,611;0,611
"*i_0096";-1,635;1,635
"*postComments_90";-1,635;1,635
"*postDate_16-10-2025";-5,361;5,361
"*commentDate_20-10-2025";-3,648;3,648
"*commentLikes_306";-0,761;0,761
"*commentLikes_70";0,113;-0,113
"*i_0097";-1,422;1,422
"*i_0098";-2,111;2,111
"*postLikes_22900";-2,111;2,111
"*postComments_293";-2,111;2,111
"*postReposts_2.5K";-2,111;2,111
"*commentDate_22-10-2025";22,69;-22,69
"*commentDate_24-10-2025";0,003;-0,003
"*i_0099";-6,899;6,899
"*postComments_57";-9,31;9,31
"*i_0100";-0,761;0,761
"*postLikes_8200";-11,444;11,444
"*postComments_48";-1,615;1,615
"*i_0101";-0,119;0,119
"*postComments_54";0,023;-0,023
"*i_0102";-0,761;0,761
"*postComments_6";-0,761;0,761
"*i_0103";0,578;-0,578
"*i_0104";-1,615;1,615
"*i_0105";1,798;-1,798
"*postComments_313";1,798;-1,798
"*commentLikes_58";-3,804;3,804
"*i_0106";-3,804;3,804
"*postComments_80";0,596;-0,596
"*i_0107";-0,761;0,761
"*postLikes_15700";-0,761;0,761
"*i_0108";-0,209;0,209
"*postDate_17-10-2025";0,623;-0,623
"*commentLikes_245";2,761;-2,761
"*i_0109";0,147;-0,147
"*postComments_103";-0,852;0,852
"*commentLikes_125";1,315;-1,315
"*i_0110";-0,019;0,019
"*postComments_101";-0,068;0,068
"*commentLikes_102";-0,119;0,119
"*i_0111";-0,238;0,238
"*i_0113";-2,282;2,282
"*i_0114";0,555;-0,555
"*postLikes_369";0,555;-0,555
"*commentDate_27-10-2025";2,478;-2,478
"*i_0115";-0,611;0,611
"*i_0116";0,674;-0,674
"*postLikes_10700";-0,715;0,715
"*i_0117";1,869;-1,869
"*postLikes_6900";2,127;-2,127
"*postComments_675";1,869;-1,869
"*commentLikes_162";0,038;-0,038
"*commentLikes_377";1,315;-1,315
"*commentDate_25-10-2025";3,296;-3,296
"*commentLikes_34";0,578;-0,578
"*commentLikes_124";0,038;-0,038
"*i_0118";0,046;-0,046
"*i_0119";0,023;-0,023
"*i_0120";-0,021;0,021
"*postReposts_0";-0,223;0,223
"*postDate_18-10-2025";-0,598;0,598
"*commentDate_11-1-2026";-0,761;0,761
"*i_0121";-1,722;1,722
"*i_0122";-0,761;0,761
"*i_0123";0,491;-0,491
"*commentLikes_215";1,315;-1,315
"*i_0124";0,113;-0,113
"*postComments_40";0,757;-0,757
"*i_0125";-0,611;0,611
"*i_0126";-0,711;0,711
"*postReposts_55";-0,711;0,711
"*i_0128";1,315;-1,315
"*i_0129";-2,282;2,282
"*postLikes_14900";-1,097;1,097
"*i_0131";1,315;-1,315
"*postDate_19-10-2025";8,144;-8,144
"*commentDate_26-10-2025";2,329;-2,329
"*i_0132";3,209;-3,209
"*i_0133";-2,195;2,195
"*postLikes_8400";-2,195;2,195
"*i_0134";-7,042;7,042
"*postComments_145";-7,042;7,042
"*commentLikes_115";0,038;-0,038
"*i_0135";-0,761;0,761
"*i_0136";-1,521;1,521
"*postReposts_217";-1,521;1,521
"*i_0137";0,023;-0,023
"*postComments_84";-4,892;4,892
"*commentLikes_73";-0,119;0,119
"*i_0138";13,083;-13,083
"*i_0139";2,317;-2,317
"*postComments_337";2,317;-2,317
"*postReposts_195";2,317;-2,317
"*commentLikes_140";-0,761;0,761
"*commentLikes_260";-0,761;0,761
"*i_0141";6,436;-6,436
"*postComments_463";6,436;-6,436
"*commentLikes_156";-1,521;1,521
"*commentLikes_272";1,315;-1,315
"*i_0143";-2,386;2,386
"*postDate_20-10-2025";-4,1;4,1
"*i_0145";10,636;-10,636
"*i_0146";-0,819;0,819
"*postComments_83";-4,565;4,565
"*postReposts_371";-0,819;0,819
"*i_0147";-10,802;10,802
"*postComments_177";-12,976;12,976
"*commentLikes_180";-0,761;0,761
"*i_0148";-3,515;3,515
"*postComments_161";-3,515;3,515
"*i_0149";0,575;-0,575
"*i_0150";-0,529;0,529
"*postComments_326";-0,529;0,529
"*postReposts_220";-0,529;0,529
"*i_0151";-0,611;0,611
"*commentLikes_167";-0,761;0,761
"*i_0152";-3,04;3,04
"*postComments_214";-0,943;0,943
"*postReposts_49";-3,04;3,04
"*commentLikes_291";-1,521;1,521
"*commentLikes_536";-1,521;1,521
"*commentLikes_521";-0,761;0,761
"*i_0153";1,315;-1,315
"*i_0154";1,92;-1,92
"*postComments_87";0;0
"*commentLikes_98";-1,521;1,521
"*i_0155";0,555;-0,555
"*i_0156";-0,021;0,021
"*postDate_21-10-2025";-0,62;0,62
"*i_0157";0,006;-0,006
"*postComments_102";-0,125;0,125
"*i_0158";1,784;-1,784
"*i_0159";0,674;-0,674
"*i_0160";-0,119;0,119
"*i_0161";13,187;-13,187
"*postComments_112";13,187;-13,187
"*i_0162";-0,008;0,008
"*postComments_147";-0,016;0,016
"*i_0163";1,315;-1,315
"*i_0164";-4,787;4,787
"*postComments_250";-4,787;4,787
"*i_0165";-0,238;0,238
"*i_0166";-10,644;10,644
"*postLikes_27600";-7,62;7,62
"*postComments_193";-10,644;10,644
"*postReposts_270";-10,644;10,644
"*commentDate_16-1-2026";-0,761;0,761
"*commentDate_16-4-2026";-0,761;0,761
"*commentDate_28-3-2026";-0,761;0,761
"*commentDate_9-4-2026";-0,761;0,761
"*commentDate_19-3-2026";1,315;-1,315
"*commentDate_21-2-2026";-0,761;0,761
"*commentDate_31-1-2026";-0,761;0,761
"*commentDate_5-1-2026";-0,761;0,761
"*commentDate_12-11-2025";3,897;-3,897
"*commentDate_11-11-2025";-17,974;17,974
"*i_0167";-0,119;0,119
"*postLikes_903";-0,119;0,119
"*i_0169";11,565;-11,565
"*postDate_22-10-2025";16,544;-16,544
"*i_0170";53,936;-53,936
"*commentLikes_239";5,261;-5,261
"*commentLikes_146";2,63;-2,63
"*commentLikes_264";1,315;-1,315
"*commentDate_29-10-2025";12,047;-12,047
"*i_0171";1,315;-1,315
"*i_0172";0,575;-0,575
"*i_0173";-1,521;1,521
"*postLikes_7700";1,808;-1,808
"*postReposts_40";-4,679;4,679
"*i_0174";0,56;-0,56
"*i_0175";0;0
"*i_0176";-2,707;2,707
"*postReposts_69";-2,707;2,707
"*i_0177";-6,088;6,088
"*postComments_49";-2,707;2,707
"*commentLikes_190";-0,761;0,761
"*i_0178";0,22;-0,22
"*postComments_305";0,22;-0,22
"*postReposts_190";0,22;-0,22
"*commentLikes_148";0,038;-0,038
"*commentLikes_122";-1,097;1,097
"*commentLikes_118";-0,761;0,761
"*i_0179";0,674;-0,674
"*i_0180";0,674;-0,674
"*postDate_23-10-2025";-29,434;29,434
"*i_0182";-0,119;0,119
"*postLikes_14300";-0,119;0,119
"*i_0183";-2,162;2,162
"*postComments_82";5,017;-5,017
"*postReposts_108";-2,162;2,162
"*commentDate_28-10-2025";-2,574;2,574
"*i_0184";-1,097;1,097
"*postReposts_53";-1,097;1,097
"*i_0185";-15,8;15,8
"*postComments_284";-15,8;15,8
"*postReposts_207";-15,8;15,8
"*commentLikes_273";-0,761;0,761
"*commentLikes_170";-0,761;0,761
"*i_0186";1,315;-1,315
"*postLikes_708";1,315;-1,315
"*i_0187";-23,282;23,282
"*postComments_135";-23,282;23,282
"*postReposts_175";-23,282;23,282
"*commentLikes_276";-0,761;0,761
"*i_0188";1,121;-1,121
"*postReposts_90";1,121;-1,121
"*i_0189";-0,761;0,761
"*i_0190";-2,282;2,282
"*i_0191";1,315;-1,315
"*i_0192";0,026;-0,026
"*postDate_24-10-2025";2,606;-2,606
"*i_0193";0,403;-0,403
"*i_0194";13,753;-13,753
"*postLikes_28100";13,753;-13,753
"*postComments_225";13,753;-13,753
"*postReposts_182";13,753;-13,753
"*commentDate_5-11-2025";1,736;-1,736
"*i_0195";-0,761;0,761
"*i_0196";0,56;-0,56
"*i_0197";0,038;-0,038
"*i_0198";-0,039;0,039
"*postLikes_7400";-1,432;1,432
"*postComments_168";-0,039;0,039
"*commentLikes_106";-0,119;0,119
"*i_0199";-2,282;2,282
"*i_0200";6,032;-6,032
"*i_0201";-6,575;6,575
"*postComments_355";-6,575;6,575
"*i_0202";3,572;-3,572
"*i_0203";0,074;-0,074
"*i_0204";-1,097;1,097
"*postDate_25-10-2025";6,274;-6,274
"*i_0205";0,038;-0,038
"*i_0207";-0,761;0,761
"*i_0208";-0,084;0,084
"*i_0209";-2,386;2,386
"*commentDate_7-11-2025";-0,705;0,705
"*i_0211";21,526;-21,526
"*postComments_180";28,969;-28,969
"*commentLikes_90";-2,386;2,386
"*commentLikes_147";3,946;-3,946
"*i_0212";-3,043;3,043
"*i_0213";1,112;-1,112
"*i_0215";-4,394;4,394
"*postDate_26-10-2025";2,864;-2,864
"*i_0216";0,038;-0,038
"*i_0217";-5,327;5,327
"*i_0219";0,135;-0,135
"*postComments_73";0,012;-0,012
"*i_0220";7,093;-7,093
"*postLikes_9600";7,093;-7,093
"*postComments_258";7,093;-7,093
"*postReposts_125";7,093;-7,093
"*commentDate_4-11-2025";5,659;-5,659
"*commentLikes_184";0,038;-0,038
"*i_0221";5,205;-5,205
"*commentLikes_114";0,038;-0,038
"*i_0223";1,315;-1,315
"*i_0224";1,121;-1,121
"*postComments_110";-5,031;5,031
"*i_0225";1,151;-1,151
"*commentDate_1-11-2025";-1,763;1,763
"*i_0226";-1,081;1,081
"*i_0228";0,56;-0,56
"*postComments_189";0,56;-0,56
"*postReposts_165";0,56;-0,56
"*postDate_27-10-2025";0,446;-0,446
"*i_0229";18,541;-18,541
"*i_0231";1,005;-1,005
"*postComments_273";1,005;-1,005
"*postReposts_376";1,005;-1,005
"*i_0232";-1,722;1,722
"*postLikes_9700";-1,722;1,722
"*i_0234";1,122;-1,122
"*postLikes_13600";1,122;-1,122
"*postReposts_223";1,122;-1,122
"*i_0235";-1,319;1,319
"*postComments_117";-1,319;1,319
"*i_0236";-2,386;2,386
"*commentDate_2-11-2025";0,671;-0,671
"*i_0237";-6,43;6,43
"*postComments_503";-6,43;6,43
"*postReposts_242";-6,43;6,43
"*i_0238";0,151;-0,151
"*i_0239";3,209;-3,209
"*postComments_88";0,117;-0,117
"*commentDate_31-10-2025";-3,08;3,08
"*i_0240";2,022;-2,022
"*postDate_28-10-2025";-3,622;3,622
"*i_0241";0,075;-0,075
"*i_0242";7,484;-7,484
"*commentDate_3-11-2025";-0,904;0,904
"*i_0243";-3,043;3,043
"*postLikes_9500";-0,136;0,136
"*i_0244";-8,279;8,279
"*postLikes_39300";-8,279;8,279
"*postComments_261";-15,548;15,548
"*postReposts_594";-8,279;8,279
"*commentLikes_208";0,038;-0,038
"*i_0245";-0,119;0,119
"*i_0246";-0,641;0,641
"*commentLikes_169";-0,761;0,761
"*i_0247";-3,043;3,043
"*i_0248";0,168;-0,168
"*i_0249";-1,493;1,493
"*postComments_492";-1,493;1,493
"*postReposts_94";-1,493;1,493
"*i_0250";-8,279;8,279
"*i_0251";-0,761;0,761
"*i_0252";0,038;-0,038
"*i_0253";2,275;-2,275
"*postReposts_45";2,275;-2,275
"*postDate_29-10-2025";15,435;-15,435
"*i_0254";41,72;-41,72
"*postComments_248";31,72;-31,72
"*commentLikes_293";1,315;-1,315
"*commentLikes_362";1,315;-1,315
"*commentLikes_525";1,315;-1,315
"*i_0255";20,114;-20,114
"*postComments_121";30,458;-30,458
"*commentLikes_217";1,315;-1,315
"*commentLikes_539";1,315;-1,315
"*i_0256";-0,039;0,039
"*postReposts_188";-0,039;0,039
"*i_0257";-1,097;1,097
"*i_0258";0,113;-0,113
"*i_0259";0,017;-0,017
"*i_0260";-0,21;0,21
"*i_0261";-1,521;1,521
"*postLikes_21400";-1,521;1,521
"*postReposts_110";5,901;-5,901
"*i_0262";-3,292;3,292
"*postComments_373";-3,292;3,292
"*postReposts_168";-3,292;3,292
"*commentLikes_133";0,038;-0,038
"*commentLikes_163";-0,761;0,761
"*i_0263";-1,615;1,615
"*i_0264";0,038;-0,038
"*i_0265";-0,54;0,54
"*postDate_30-10-2025";-0,171;0,171
"*i_0266";-0,761;0,761
"*i_0267";-1,753;1,753
"*postComments_106";-1,753;1,753
"*i_0268";-1,521;1,521
"*i_0269";0,029;-0,029
"*postComments_140";0,029;-0,029
"*commentLikes_108";1,649;-1,649
"*commentLikes_230";-0,761;0,761
"*commentLikes_137";1,315;-1,315
"*i_0270";3,594;-3,594
"*i_0271";-0,54;0,54
"*i_0273";0;0
"*postLikes_Comment";0;0
"*i_0274";-4,394;4,394
"*i_0275";4,418;-4,418
"*commentLikes_151";-0,761;0,761
"*i_0276";-0,54;0,54
"*i_0278";-0,052;0,052
"*postComments_380";-0,052;0,052
"*postDate_31-10-2025";-4,74;4,74
"*i_0279";-0,223;0,223
"*postLikes_27900";-0,223;0,223
"*postReposts_156";-0,223;0,223
"*commentLikes_198";-0,761;0,761
"*i_0280";-10,41;10,41
"*i_0281";-3,446;3,446
"*i_0282";-2,589;2,589
"*postComments_136";-2,589;2,589
"*commentDate_6-11-2025";1,305;-1,305
"*commentLikes_138";-0,761;0,761
"*i_0283";-3,043;3,043
"*i_0284";5,16;-5,16
"*i_0285";-0,761;0,761
"*i_0286";-1,521;1,521
"*i_0287";1,694;-1,694
"*postLikes_639";1,694;-1,694
"*i_0290";-0,119;0,119
"*i_0293";0,578;-0,578
"*postDate_1-11-2025";-2,697;2,697
"*commentLikes_97";1,315;-1,315
"*i_0294";1,315;-1,315
"*i_0295";-0,223;0,223
"*postComments_99";-0,223;0,223
"*i_0296";0,038;-0,038
"*i_0297";-1,521;1,521
"*i_0298";-0,711;0,711
"*i_0299";-1,521;1,521
"*i_0300";0,038;-0,038
"*i_0301";1,122;-1,122
"*postComments_68";1,122;-1,122
"*i_0302";-8,079;8,079
"*i_0303";-0,515;0,515
"*postComments_747";-0,515;0,515
"*i_0304";0,113;-0,113
"*i_0305";1,347;-1,347
"*postDate_2-11-2025";5,57;-5,57
"*i_0306";2,63;-2,63
"*postLikes_463";2,63;-2,63
"*i_0307";9,48;-9,48
"*i_0308";-1,521;1,521
"*i_0310";0,723;-0,723
"*postComments_89";5,599;-5,599
"*postReposts_140";0,723;-0,723
"*commentDate_13-11-2025";-4,814;4,814
"*i_0311";3,209;-3,209
"*postComments_194";7,293;-7,293
"*i_0312";-2,282;2,282
"*i_0313";-3,294;3,294
"*postComments_72";-5,931;5,931
"*i_0314";-1,521;1,521
"*i_0315";0,69;-0,69
"*postReposts_133";0,69;-0,69
"*i_0316";1,121;-1,121
"*i_0317";-2,358;2,358
"*postDate_3-11-2025";-1,122;1,122
"*i_0318";-0,761;0,761
"*i_0319";1,347;-1,347
"*i_0320";-0,313;0,313
"*postReposts_80";-0,313;0,313
"*i_0321";0,674;-0,674
"*i_0322";-0,761;0,761
"*i_0324";-0,119;0,119
"*i_0325";7,484;-7,484
"*i_0326";0,189;-0,189
"*i_0327";-10,609;10,609
"*i_0328";-0,001;0,001
"*i_0329";1,151;-1,151
"*postComments_44";1,151;-1,151
"*postDate_4-11-2025";5,229;-5,229
"*i_0330";0,006;-0,006
"*i_0331";-10,824;10,824
"*i_0332";33,851;-33,851
"*postComments_310";33,851;-33,851
"*i_0334";-3,832;3,832
"*postLikes_12100";-3,832;3,832
"*commentLikes_205";-0,761;0,761
"*commentDate_14-11-2025";-0,488;0,488
"*i_0335";-2,162;2,162
"*postComments_63";-2,162;2,162
"*i_0336";-0,761;0,761
"*i_0337";0,006;-0,006
"*i_0338";-3,804;3,804
"*i_0339";1,684;-1,684
"*postComments_267";-0,474;0,474
"*postReposts_139";1,684;-1,684
"*i_0340";2,63;-2,63
"*i_0341";1,649;-1,649
"*postLikes_12800";1,649;-1,649
"*postReposts_149";1,649;-1,649
"*i_0342";2,78;-2,78
"*postComments_260";2,78;-2,78
"*postReposts_70";2,78;-2,78
"*commentLikes_645";1,315;-1,315
"*i_0343";-2,282;2,282
"*postDate_5-11-2025";5,831;-5,831
"*i_0344";0,038;-0,038
"*i_0345";16,279;-16,279
"*postLikes_8000";16,279;-16,279
"*postComments_328";16,279;-16,279
"*postReposts_92";16,279;-16,279
