"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22";"classe 23";"classe 24";"classe 25";"classe 26";"classe 27";"classe 28";"classe 29";"classe 30";"classe 31";"classe 32";"classe 33";"classe 34";"classe 35";"classe 36";"classe 37";"classe 38";"classe 39";"classe 40";"classe 41";"classe 42";"classe 43";"classe 44";"classe 45";"classe 46";"classe 47";"classe 48";"classe 49";"classe 50";"classe 51";"classe 52";"classe 53"
"*postDate_23-1-2022";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;49,483;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*a_0139";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;59,192;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postDate_20-1-2022";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;59,192;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*a_0138";-0,014;-0,015;59,192;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postDate_19-1-2022";-0,014;-0,015;59,192;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*a_0137";-0,014;-0,015;-0,017;-0,016;54,892;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postLikes_827";-0,014;-0,015;-0,017;-0,016;54,892;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postDate_17-1-2022";-0,014;-0,015;-0,017;-0,016;54,892;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*a_0136";-0,014;-0,015;-0,017;64,208;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postDate_16-1-2022";-0,014;-0,015;-0,017;64,208;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*a_0135";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_655";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_14-1-2022";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0134";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_12-1-2022";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0133";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;47,906;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postDate_10-1-2022";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;47,906;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*a_0132";-0,014;-0,015;59,192;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postLikes_475";-0,029;-0,03;28,622;-0,031;-0,037;-0,029;-0,034;-0,026;-0,034;-0,049;-0,045;-0,04;-0,039;-0,049;-0,043;-0,042;-0,05;-0,026;-0,035;-0,034;-0,043;-0,051;-0,04;-0,047;-0,042;-0,037;-0,034;-0,043;-0,035;-0,04;-0,031;-0,04;-0,043;-0,026;-0,034;-0,033;-0,055;-0,033;-0,033;-0,042;-0,038;-0,026;-0,029;-0,034;-0,049;-0,053;-0,043;-0,054;-0,045;-0,037;26,472;-0,035;-0,05
"*postDate_9-1-2022";-0,014;-0,015;59,192;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*a_0131";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;41,297;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postLikes_950";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;41,297;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postDate_7-1-2022";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;41,297;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*a_0130";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;41,297;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postLikes_688";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;41,297;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postDate_5-1-2022";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;41,297;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*a_0129";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_4-1-2022";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0128";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_633";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;46,424;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postDate_3-1-2022";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0127";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;54,892;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postLikes_467";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;54,892;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postDate_31-12-2021";-0,029;-0,03;-0,034;-0,031;-0,037;-0,029;-0,034;-0,026;-0,034;-0,049;-0,045;-0,04;-0,039;-0,049;-0,043;-0,042;-0,05;-0,026;-0,035;-0,034;-0,043;-0,051;-0,04;-0,047;-0,042;26,472;-0,034;-0,043;-0,035;-0,04;-0,031;-0,04;-0,043;37,655;-0,034;-0,033;-0,055;-0,033;-0,033;-0,042;-0,038;-0,026;-0,029;-0,034;-0,049;-0,053;-0,043;-0,054;-0,045;-0,037;-0,037;-0,035;-0,05
"*a_0126";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;77,249;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*a_0125";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;61,599;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postDate_29-12-2021";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;61,599;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*a_0124";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;54,892;-0,018;-0,025
"*postDate_27-12-2021";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;54,892;-0,018;-0,025
"*a_0123";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;56,962;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postLikes_767";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;56,962;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postDate_26-12-2021";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;56,962;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*a_0122";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;49,483;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postLikes_456";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;49,483;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postDate_24-12-2021";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;49,483;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*a_0121";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;56,962;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postDate_23-12-2021";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;56,962;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*a_0120";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;56,962;-0,025
"*postComments_75";22,092;-0,045;-0,051;-0,047;-0,055;-0,043;-0,051;-0,039;-0,051;-0,073;13,723;-0,061;-0,059;-0,073;-0,065;-0,063;-0,075;-0,039;-0,053;-0,051;-0,065;-0,077;-0,061;-0,071;-0,063;-0,055;-0,051;-0,065;-0,053;-0,061;-0,047;-0,061;-0,065;-0,039;-0,051;-0,049;-0,083;-0,049;-0,049;-0,063;-0,057;-0,039;-0,043;-0,051;-0,073;-0,079;-0,065;-0,081;-0,067;-0,055;-0,055;17,699;-0,075
"*postDate_22-12-2021";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;56,962;-0,025
"*a_0119";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;56,962;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*postDate_20-12-2021";-0,014;-0,015;-0,017;-0,016;-0,018;-0,014;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;56,962;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
"*a_0118";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_19-12-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0117";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_17-12-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0116";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_487";-0,014;-0,015;-0,017;-0,016;-0,018;70,136;-0,017;-0,013;-0,017;-0,024;-0,022;-0,02;-0,02;-0,024;-0,022;-0,021;-0,025;-0,013;-0,018;-0,017;-0,022;-0,026;-0,02;-0,024;-0,021;-0,018;-0,017;-0,022;-0,018;-0,02;-0,016;-0,02;-0,022;-0,013;-0,017;-0,016;-0,028;-0,016;-0,016;-0,021;-0,019;-0,013;-0,014;-0,017;-0,024;-0,026;-0,022;-0,027;-0,022;-0,018;-0,018;-0,018;-0,025
