"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22";"classe 23";"classe 24";"classe 25"
"politique";-0,599;-0,729;9,354;-0,887;0,107;-0,86;-0,547;-0,807;-0,702;-0,496;0,188;-0,65;6,825;5,23;7,958;-0,807;-0,86;0,261;-0,914;10,479;-0,599;-0,94;-0,599;-0,676;-0,967
"palestinien";-0,599;-0,729;-0,676;-0,887;-0,781;-0,86;-0,547;-0,807;-0,702;-0,496;-0,702;-0,65;-0,834;-0,496;-0,755;-0,807;352,295;-0,65;-0,914;-0,624;-0,599;-0,94;-0,599;-0,676;-0,967
"ouvrir";-0,527;-0,641;-0,595;0,11;0,21;-0,757;-0,481;-0,71;21,34;-0,436;21,34;-0,572;-0,734;-0,436;-0,664;-0,71;0,131;-0,572;0,091;0,47;-0,527;-0,827;0,533;0,365;-0,851
"nombreux";-0,527;-0,641;0,365;0,11;9,196;-0,757;-0,481;-0,71;-0,618;-0,436;3,674;0,415;-0,734;-0,436;-0,664;0,181;-0,757;0,415;-0,804;-0,549;0,533;0,075;0,533;-0,595;2,001
"membre";-0,707;-0,861;2,24;-1,048;-0,923;-1,017;-0,646;-0,954;2,068;3,992;-0,83;-0,768;-0,985;37,741;-0,892;-0,954;10,718;2,426;-1,079;-0,738;-0,707;-1,111;-0,707;0,091;0,926
"emji_globe_tourné_sur_l";-0,243;1,933;-0,275;1,365;-0,317;-0,349;-0,222;-0,328;2,054;3,48;-0,285;-0,264;-0,339;-0,201;1,822;-0,328;-0,349;-0,264;1,29;2,477;-0,243;-0,382;-0,243;-0,275;-0,393
"baisser";-0,455;-0,554;-0,514;-0,674;-0,594;-0,654;-0,416;3,749;0,517;-0,377;-0,534;0,638;0,296;-0,377;4,192;-0,614;-0,654;46,344;0,205;-0,475;-0,455;-0,715;-0,455;-0,514;-0,735
"artiste";-0,599;-0,729;-0,676;-0,887;-0,781;-0,86;-0,547;-0,807;0,188;-0,496;-0,702;-0,65;-0,834;-0,496;-0,755;-0,807;-0,86;-0,65;-0,914;-0,624;-0,599;127,115;-0,599;-0,676;20,362
"accord";-0,313;1,19;8,649;0,775;-0,409;-0,45;-0,286;-0,423;-0,368;-0,26;-0,368;-0,34;-0,437;-0,26;-0,395;-0,423;32,066;-0,34;-0,478;1,595;-0,313;-0,492;-0,313;-0,354;-0,506
"train";-0,455;-0,554;-0,514;118,967;-0,594;-0,654;-0,416;-0,614;-0,534;1,191;0,517;-0,495;-0,634;1,191;-0,574;-0,614;-0,654;-0,495;-0,695;-0,475;-0,455;-0,715;-0,455;0,575;-0,735
"toucher";-0,707;-0,861;0,091;-1,048;-0,923;-1,017;-0,646;-0,954;-0,83;56,628;-0,83;2,426;-0,985;0,38;-0,892;-0,954;-1,017;0,116;9,787;0,145;-0,707;-1,111;0,18;0,091;0,926
"soutenir";-0,455;-0,554;0,575;-0,674;-0,594;0,263;-0,416;10,865;4,702;-0,377;-0,534;0,638;-0,634;1,191;0,416;-0,614;-0,654;-0,495;-0,695;-0,475;0,786;2,866;-0,455;-0,514;-0,735
"région";-0,563;0,212;-0,636;2,077;2,682;-0,809;-0,514;-0,759;-0,66;5,751;-0,66;3,733;0,106;-0,466;0,18;-0,759;2,213;-0,611;-0,859;0,38;-0,563;-0,884;-0,563;0,286;0,032
"risque";-0,455;0,464;-0,514;-0,674;0,372;-0,654;-0,416;-0,614;-0,534;-0,377;0,517;0,638;-0,634;-0,377;-0,574;-0,614;-0,654;-0,495;47,358;0,709;0,786;-0,715;0,786;-0,514;-0,735
"raison";-0,491;-0,597;0,459;-0,727;-0,64;0,188;6,104;0,248;0,408;7,029;0,408;4,695;-0,684;-0,407;-0,619;-0,662;0,188;-0,533;0,14;-0,512;-0,491;-0,771;-0,491;0,459;-0,793
"mener";-0,635;-0,773;0,169;-0,94;-0,828;5,882;-0,58;-0,856;-0,745;-0,526;-0,745;-0,69;-0,884;-0,526;-0,8;-0,856;-0,912;-0,69;0,013;3,231;-0,635;-0,997;51,731;29,632;-1,026
"matin";-0,527;-0,641;-0,595;7,625;-0,687;-0,757;0,679;-0,71;-0,618;0,864;0,32;-0,572;-0,734;0,864;-0,664;-0,71;0,131;-0,572;-0,804;-0,549;-0,527;-0,827;-0,527;55,95;0,061
"manifestation";-0,42;-0,511;0,715;-0,622;0,485;-0,603;-0,384;-0,566;-0,492;-0,348;-0,492;-0,456;-0,584;1,402;26,087;-0,566;0,357;-0,456;0,289;-0,438;-0,42;-0,659;-0,42;-0,474;9,533
"lieu";-0,563;0,212;-0,636;-0,834;2,682;0,087;-0,514;-0,759;0,247;0,736;0,247;0,331;-0,784;-0,466;-0,709;0,128;-0,809;-0,611;0,055;0,38;0,436;0,043;-0,563;0,286;1,719
"emji_urne_électorale";-0,563;-0,685;230,821;-0,834;-0,734;-0,809;-0,514;0,128;-0,66;-0,466;-0,66;-0,611;0,106;-0,466;0,18;-0,759;-0,809;-0,611;-0,859;0,38;-0,563;-0,884;-0,563;-0,636;-0,909
"célèbre";-0,671;14,69;-0,758;0,007;-0,875;0,013;-0,613;-0,905;-0,787;-0,556;0,1;-0,729;-0,935;-0,556;-0,846;-0,905;-0,964;-0,729;-1,024;-0,7;-0,671;28,087;-0,671;0,126;17,345
"concerner";-0,491;-0,597;-0,555;0,163;3,469;0,188;-0,449;3,273;-0,576;-0,407;-0,576;0,516;-0,684;-0,407;0,32;-0,662;0,188;0,516;2,606;0,578;-0,491;-0,771;0,648;-0,555;-0,793
"berner";-0,491;3,905;0,459;8,509;-0,64;-0,706;-0,449;0,248;-0,576;7,029;0,408;-0,533;-0,684;-0,407;-0,619;-0,662;-0,706;-0,533;2,606;0,578;-0,491;0,12;-0,491;-0,555;-0,793
"1er";-0,635;-0,773;0,169;12,081;6,877;-0,912;0,393;-0,856;0,139;-0,526;2,591;0,203;-0,884;0,532;0,091;0,055;-0,912;-0,69;-0,969;-0,662;-0,635;0,007;-0,635;-0,717;0,003
"utiliser";-0,527;-0,641;0,365;-0,78;0,21;42,515;-0,481;-0,71;-0,618;-0,436;-0,618;-0,572;0,154;-0,436;0,243;-0,71;-0,757;-0,572;2,253;-0,549;0,533;-0,827;0,533;0,365;-0,851
"niveau";-0,635;-0,773;2,787;-0,94;0,072;1,686;4,063;1,944;-0,745;-0,526;0,139;0,203;-0,884;-0,526;-0,8;-0,856;-0,912;18,439;-0,969;9,628;-0,635;-0,997;-0,635;-0,717;-1,026
"majeur";-0,707;0,052;15,108;0,001;-0,923;0,004;-0,646;0,016;0,069;3,992;-0,83;-0,768;1,39;-0,586;-0,892;-0,954;-1,017;-0,768;0;8,191;-0,707;1,006;-0,707;0,091;-1,143
"lier";-0,491;-0,597;-0,555;-0,727;-0,64;-0,706;0,811;0,248;-0,576;-0,407;4,148;-0,533;3,089;-0,407;0,32;0,248;-0,706;-0,533;0,14;-0,512;-0,491;-0,771;14,562;0,459;0,101
"géant";-0,563;-0,685;-0,636;2,077;-0,734;-0,809;44,055;2,514;0,247;-0,466;-0,66;-0,611;-0,784;-0,466;-0,709;-0,759;-0,809;-0,611;1,95;-0,587;-0,563;6,248;0,436;-0,636;-0,909
"expliquer";-0,563;0,212;-0,636;-0,834;-0,734;0,087;-0,514;-0,759;-0,66;-0,466;19,583;0,331;-0,784;-0,466;-0,709;-0,759;0,087;-0,611;36,512;0,38;-0,563;0,043;-0,563;-0,636;-0,909
"etat";-0,599;-0,729;0,222;0,04;-0,781;-0,86;-0,547;0,086;-0,702;0,626;-0,702;-0,65;-0,834;-0,496;27,887;-0,807;13,742;-0,65;-0,914;0,305;11,114;-0,94;-0,599;-0,676;-0,967
"emji_main_avec_index_pointant_à_droite";659,942;-0,95;-0,882;-1,156;-1,018;-1,121;-0,713;-1,052;-0,916;-0,646;-0,916;-0,848;-1,087;-0,646;-0,984;-1,052;-1,121;-0,848;-1,191;-0,814;-0,78;-1,226;-0,78;-0,882;-1,261
"augmenter";-0,491;-0,597;-0,555;0,163;10,201;2,918;-0,449;-0,662;0,408;1,014;0,408;-0,533;-0,684;-0,407;-0,619;-0,662;-0,706;4,695;0,14;-0,512;-0,491;-0,771;5,338;-0,555;-0,793
"afrique_et_l";-0,243;1,933;-0,275;1,365;-0,317;-0,349;-0,222;-0,328;2,054;3,48;-0,285;-0,264;-0,339;-0,201;1,822;-0,328;-0,349;-0,264;1,29;2,477;-0,243;-0,382;-0,243;-0,275;-0,393
"accuser";-0,42;-0,511;-0,474;-0,622;-0,547;-0,603;-0,384;-0,566;-0,492;-0,348;-0,492;-0,456;4,093;-0,348;4,797;-0,566;11,196;-0,456;-0,64;-0,438;34,196;0,258;-0,42;-0,474;-0,678
"titre";-0,455;24,576;-0,514;-0,674;-0,594;-0,654;-0,416;0,332;-0,534;-0,377;-0,534;-0,495;3,549;-0,377;-0,574;0,332;0,263;-0,495;-0,695;-0,475;-0,455;-0,715;-0,455;-0,514;17,273
"suivre";-0,455;-0,554;0,575;-0,674;0,372;-0,654;-0,416;-0,614;-0,534;-0,377;-0,534;-0,495;3,549;-0,377;0,416;-0,614;-0,654;-0,495;0,205;5,629;-0,455;0,18;5,992;0,575;0,157
"seulement";-0,349;-0,424;-0,394;-0,517;-0,455;0,633;-0,319;0,742;-0,409;1,968;7,07;-0,379;-0,486;-0,289;-0,44;0,742;-0,501;7,856;0,538;-0,364;-0,349;-0,548;1,406;-0,394;-0,563
"résultat";-0,491;-0,597;113,108;-0,727;-0,64;2,918;-0,449;0,248;0,408;-0,407;-0,576;-0,533;-0,684;-0,407;0,32;-0,662;-0,706;-0,533;-0,749;-0,512;-0,491;-0,771;0,648;-0,555;-0,793
"précédent";-0,42;-0,511;-0,474;-0,622;0,485;0,357;-0,384;-0,566;28,402;-0,348;0,65;6,001;-0,584;-0,348;-0,529;-0,566;-0,603;6,001;0,289;-0,438;-0,42;-0,659;-0,42;-0,474;-0,678
"mètre";-0,563;-0,685;-0,636;-0,834;2,682;0,087;-0,514;-0,759;-0,66;-0,466;9,708;54,165;-0,784;-0,466;-0,709;-0,759;-0,809;-0,611;-0,859;0,38;-0,563;6,248;-0,563;-0,636;-0,909
"montrer";-0,527;0,279;0,365;-0,78;-0,687;7,981;-0,481;2,865;0,32;-0,436;-0,618;-0,572;0,154;-0,436;-0,664;-0,71;0,131;0,415;-0,804;-0,549;-0,527;2,123;4,775;-0,595;-0,851
"inclure";-0,491;-0,597;-0,555;8,509;0,282;-0,706;-0,449;9,737;0,408;-0,407;-0,576;0,516;-0,684;-0,407;0,32;-0,662;-0,706;-0,533;0,14;-0,512;-0,491;-0,771;0,648;0,459;0,101
"guerre";-0,349;0,942;-0,394;-0,517;-0,455;-0,501;-0,319;-0,47;-0,409;1,968;-0,409;-0,379;-0,486;-0,289;0,87;-0,47;28,144;-0,379;-0,532;1,296;1,406;-0,548;-0,349;1,104;-0,563
"gouvernement";-0,563;-0,685;10,241;-0,834;-0,734;-0,809;-0,514;-0,759;0,247;-0,466;-0,66;-0,611;0,106;-0,466;64,414;-0,759;-0,809;-0,611;0,055;3,998;0,436;-0,884;-0,563;-0,636;-0,909
"entreprise";-0,349;-0,424;-0,394;-0,517;-0,455;5,284;-0,319;0,742;1,019;1,968;-0,409;-0,379;-0,486;1,968;-0,44;-0,47;-0,501;7,856;-0,532;1,296;-0,349;0,496;-0,349;-0,394;-0,563
"emji_symbole_d_avertissement";-0,491;-0,597;-0,555;-0,727;0,282;-0,706;-0,449;-0,662;4,148;-0,407;-0,576;0,516;-0,684;-0,407;0,32;-0,662;2,918;13,071;-0,749;-0,512;0,648;-0,771;5,338;0,459;-0,793
"cas";-0,313;-0,381;-0,354;-0,464;7,129;-0,45;-0,286;0,96;1,279;-0,26;-0,368;-0,34;-0,437;-0,26;-0,395;-0,423;-0,45;9,103;-0,478;1,595;-0,313;0,672;1,72;-0,354;-0,506
"attaque";-0,455;-0,554;0,575;-0,674;-0,594;-0,654;-0,416;-0,614;-0,534;7,821;-0,534;-0,495;0,296;-0,377;-0,574;-0,614;9,953;-0,495;-0,695;0,709;-0,455;-0,715;0,786;26,868;-0,735
"association";-0,349;0,942;-0,394;-0,517;-0,455;-0,501;-0,319;0,742;-0,409;-0,289;-0,409;-0,379;-0,486;1,968;-0,44;5,802;-0,501;-0,379;-0,532;-0,364;42,445;-0,548;-0,349;-0,394;0,456
"émission";-0,384;-0,467;-0,434;-0,569;-0,501;-0,552;-0,351;4,986;0,814;1,657;0,814;-0,417;-0,535;-0,318;-0,484;-0,518;-0,552;-0,417;-0,586;1,059;-0,384;3,917;7,673;-0,434;0,328
"tour";-0,527;-0,641;37,268;0,11;0,21;-0,757;-0,481;-0,71;-0,618;-0,436;-0,618;0,415;-0,734;-0,436;0,243;-0,71;-0,757;-0,572;2,253;-0,549;-0,527;6,971;-0,527;-0,595;0,061
"the";-0,563;3,054;-0,636;-0,834;-0,734;-0,809;-0,514;0,128;3,263;-0,466;-0,66;-0,611;0,106;-0,466;-0,709;-0,759;-0,809;0,331;1,95;-0,587;-0,563;-0,884;0,436;-0,636;34,103
"temps";-0,563;0,212;-0,636;0,07;0,152;-0,809;-0,514;0,128;3,263;-0,466;-0,66;0,331;-0,784;-0,466;0,18;-0,759;-0,809;0,331;0,055;0,38;-0,563;-0,884;12,116;-0,636;1,719
"sortir";-0,455;0,464;44,337;-0,674;-0,594;-0,654;-0,416;-0,614;0,517;1,191;4,702;-0,495;-0,634;-0,377;-0,574;-0,614;0,263;-0,495;-0,695;-0,475;0,786;-0,715;-0,455;0,575;-0,735
"situation";-0,42;-0,511;-0,474;-0,622;-0,547;-0,603;-0,384;4,312;-0,492;22,389;-0,492;0,787;-0,584;1,402;-0,529;-0,566;3,888;-0,456;0,289;-0,438;0,953;-0,659;-0,42;0,715;-0,678
"saint";-0,527;0,279;0,365;7,625;0,21;-0,757;14,902;0,181;-0,618;-0,436;-0,618;-0,572;-0,734;0,864;-0,664;2,865;-0,757;-0,572;0,091;0,47;-0,527;-0,827;-0,527;-0,595;-0,851
"recevoir";-0,563;18,687;-0,636;-0,834;0,152;0,087;-0,514;-0,759;0,247;0,736;-0,66;-0,611;-0,784;5,751;2,861;0,128;7,189;-0,611;-0,859;-0,587;-0,563;-0,884;-0,563;-0,636;-0,909
"milliard";-0,384;-0,467;-0,434;4,306;-0,501;-0,552;-0,351;13,758;-0,451;-0,318;-0,451;-0,417;-0,535;9,851;0,683;-0,518;-0,552;6,841;-0,586;1,059;-0,384;-0,603;-0,384;-0,434;-0,621
"juger";-0,455;-0,554;-0,514;-0,674;-0,594;-0,654;-0,416;-0,614;4,702;-0,377;-0,534;-0,495;0,296;7,821;-0,574;0,332;-0,654;-0,495;0,205;15,236;-0,455;-0,715;0,786;0,575;0,157
"indiquer";-0,243;1,933;-0,275;-0,36;1,717;-0,349;-0,222;-0,328;2,054;-0,201;2,054;2,325;-0,339;3,48;-0,306;-0,328;1,445;-0,264;-0,371;-0,254;-0,243;-0,382;-0,243;-0,275;-0,393
"humain";-0,42;-0,511;-0,474;-0,622;-0,547;78,197;-0,384;-0,566;-0,492;-0,348;-0,492;-0,456;-0,584;-0,348;-0,529;-0,566;-0,603;-0,456;0,289;0,866;-0,42;0,258;0,953;-0,474;0,231
"habitant";-0,527;0,279;-0,595;-0,78;31,436;-0,757;-0,481;0,181;-0,618;6,346;-0,618;4,18;-0,734;-0,436;-0,664;-0,71;0,131;0,415;-0,804;-0,549;-0,527;-0,827;-0,527;3,917;-0,851
"euses";-0,455;-0,554;0,575;-0,674;3,963;20,035;-0,416;-0,614;0,517;-0,377;0,517;0,638;-0,634;-0,377;-0,574;-0,614;-0,654;-0,495;0,205;-0,475;-0,455;0,18;0,786;-0,514;-0,735
"effet";-0,635;0,113;-0,717;-0,94;-0,828;1,686;-0,58;1,944;-0,745;-0,526;2,591;0,203;-0,884;-0,526;-0,8;-0,856;0,029;0,203;11,576;0,242;-0,635;-0,997;-0,635;0,169;1,266
"directeur";-0,384;-0,467;-0,434;-0,569;0,626;-0,552;-0,351;4,986;0,814;-0,318;-0,451;0,97;-0,535;-0,318;-0,484;-0,518;-0,552;-0,417;0,397;-0,401;-0,384;0,361;37,943;-0,434;-0,621
"confirmer";-0,527;0,279;0,365;0,11;0,21;-0,757;-0,481;0,181;-0,618;0,864;-0,618;0,415;-0,734;-0,436;-0,664;-0,71;0,131;-0,572;0,091;4,465;0,533;-0,827;0,533;3,917;-0,851
"condition";-0,491;-0,597;-0,555;-0,727;-0,64;0,188;-0,449;-0,662;58,19;-0,407;0,408;0,516;-0,684;-0,407;-0,619;-0,662;0,188;-0,533;0,14;5,003;-0,491;-0,771;0,648;-0,555;-0,793
"cessez_le_feu";-0,384;-0,467;-0,434;-0,569;-0,501;-0,552;-0,351;-0,518;-0,451;-0,318;-0,451;-0,417;-0,535;-0,318;0,683;-0,518;184,962;-0,417;-0,586;-0,401;-0,384;-0,603;-0,384;-0,434;-0,621
"campagne";-0,455;-0,554;4,987;-0,674;-0,594;0,263;-0,416;0,332;-0,534;-0,377;-0,534;-0,495;0,296;-0,377;-0,574;-0,614;-0,654;-0,495;3,021;-0,475;16,073;-0,715;5,992;0,575;-0,735
"armée";-0,349;-0,424;-0,394;-0,517;-0,455;-0,501;-0,319;-0,47;-0,409;1,968;-0,409;-0,379;-0,486;1,968;-0,44;-0,47;96,332;-0,379;-0,532;1,296;-0,349;-0,548;-0,349;-0,394;-0,563
"agir";-0,42;-0,511;-0,474;-0,622;0,485;-0,603;1,154;-0,566;-0,492;-0,348;-0,492;0,787;0,396;-0,348;-0,529;-0,566;0,357;0,787;34,656;0,866;-0,42;-0,659;-0,42;-0,474;-0,678
"accueillir";-0,563;-0,685;-0,636;-0,834;0,152;0,087;-0,514;-0,759;0,247;-0,466;-0,66;-0,611;-0,784;-0,466;0,18;-0,759;0,087;0,331;-0,859;0,38;-0,563;6,248;-0,563;0,286;22,161
"accident";-0,313;-0,381;-0,354;-0,464;1,031;-0,45;-0,286;-0,423;-0,368;2,354;-0,368;-0,34;-0,437;-0,26;1,107;-0,423;-0,45;23,208;0,722;1,595;-0,313;0,672;-0,313;-0,354;-0,506
"zurich";-0,527;-0,641;0,365;26,947;-0,687;0,131;0,679;8,765;0,32;-0,436;-0,618;-0,572;-0,734;-0,436;-0,664;-0,71;0,131;-0,572;0,091;-0,549;-0,527;0,075;-0,527;-0,595;-0,851
"tuer";-0,384;-0,467;-0,434;-0,569;-0,501;-0,552;-0,351;-0,518;-0,451;9,851;-0,451;-0,417;-0,535;-0,318;-0,484;-0,518;41,326;0,97;-0,586;-0,401;-0,384;-0,603;-0,384;17,185;-0,621
"succès";-0,455;-0,554;-0,514;-0,674;-0,594;20,035;6,821;0,332;-0,534;1,191;-0,534;-0,495;0,296;-0,377;-0,574;-0,614;-0,654;0,638;-0,695;-0,475;-0,455;2,866;-0,455;0,575;-0,735
"soutien";-0,278;-0,339;10,158;-0,412;-0,363;1,094;-0,254;-0,375;1,613;-0,23;-0,326;-0,302;-0,387;2,844;-0,351;-0,375;-0,4;-0,302;0,964;-0,29;-0,278;-0,437;2,12;1,725;-0,449
"recherche";-0,527;-0,641;-0,595;-0,78;-0,687;16,458;-0,481;0,181;-0,618;-0,436;-0,618;-0,572;-0,734;-0,436;-0,664;-0,71;-0,757;-0,572;39,64;-0,549;-0,527;2,123;0,533;0,365;-0,851
"particulièrement";-0,563;-0,685;-0,636;0,07;8,322;2,213;-0,514;-0,759;-0,66;-0,466;0,247;-0,611;0,106;-0,466;-0,709;-0,759;-0,809;36,033;0,055;-0,587;-0,563;-0,884;0,436;0,286;-0,909
"organisation";-0,278;1,51;-0,314;-0,412;-0,363;1,094;-0,254;-0,375;-0,326;-0,23;-0,326;-0,302;-0,387;-0,23;-0,351;-0,375;1,094;1,845;-0,425;1,977;-0,278;-0,437;2,12;-0,314;6,32
"officiel";-0,455;-0,554;26,868;-0,674;-0,594;-0,654;-0,416;-0,614;0,517;-0,377;-0,534;-0,495;0,296;7,821;-0,574;-0,614;0,263;-0,495;-0,695;-0,475;-0,455;-0,715;-0,455;-0,514;17,273
"journée";-0,491;-0,597;-0,555;-0,727;10,201;-0,706;-0,449;0,248;0,408;7,029;0,408;0,516;0,217;-0,407;0,32;-0,662;-0,706;0,516;-0,749;0,578;-0,491;0,12;-0,491;-0,555;-0,793
"janvier";-0,42;-0,511;0,715;3,695;0,485;-0,603;-0,384;-0,566;0,65;-0,348;-0,492;-0,456;4,093;1,402;-0,529;-0,566;-0,603;0,787;-0,64;0,866;-0,42;0,258;-0,42;-0,474;0,231
"espèce";-0,313;-0,381;-0,354;-0,464;-0,409;108,432;-0,286;-0,423;-0,368;-0,26;-0,368;1,481;-0,437;-0,26;-0,395;-0,423;-0,45;-0,34;-0,478;-0,327;1,72;-0,492;-0,313;-0,354;-0,506
"crise";-0,455;-0,554;13,752;-0,674;-0,594;-0,654;-0,416;0,332;0,517;-0,377;-0,534;-0,495;3,549;1,191;4,192;-0,614;-0,654;0,638;0,205;-0,475;-0,455;-0,715;0,786;-0,514;-0,735
"cantonal";-0,278;-0,339;1,725;7,122;-0,363;-0,4;-0,254;8,079;-0,326;-0,23;-0,326;-0,302;-0,387;-0,23;1,415;-0,375;-0,4;-0,302;-0,425;-0,29;-0,278;-0,437;-0,278;10,158;-0,449
"autorité";-0,455;-0,554;-0,514;-0,674;0,372;3,362;-0,416;-0,614;-0,534;1,191;-0,534;0,638;0,296;1,191;-0,574;-0,614;3,362;-0,495;-0,695;-0,475;-0,455;-0,715;0,786;13,752;-0,735
"édition";-0,599;8,39;-0,676;0,04;0,107;-0,86;-0,547;-0,807;-0,702;-0,496;0,188;-0,65;-0,834;0,626;-0,755;-0,807;-0,86;0,261;-0,914;0,305;-0,599;-0,94;0,355;-0,676;45,034
"économique";-0,384;-0,467;17,185;-0,569;-0,501;-0,552;-0,351;0,572;6,131;-0,318;-0,451;-0,417;-0,535;-0,318;0,683;-0,518;-0,552;6,841;0,397;1,059;-0,384;-0,603;-0,384;-0,434;-0,621
"âgé";-0,455;-0,554;-0,514;-0,674;-0,594;0,263;-0,416;0,332;-0,534;7,821;-0,534;-0,495;-0,634;-0,377;-0,574;0,332;-0,654;0,638;-0,695;0,709;5,992;0,18;5,992;0,575;-0,735
"âge";-0,527;10,151;-0,595;-0,78;-0,687;0,131;-0,481;-0,71;-0,618;-0,436;-0,618;-0,572;8,361;-0,436;3,24;-0,71;-0,757;4,18;2,253;-0,549;-0,527;0,075;-0,527;-0,595;0,061
"voix";-0,491;-0,597;181,716;-0,727;-0,64;2,918;-0,449;-0,662;-0,576;-0,407;-0,576;-0,533;-0,684;-0,407;-0,619;-0,662;-0,706;-0,533;0,14;0,578;-0,491;-0,771;-0,491;-0,555;-0,793
"vente";-0,491;0,362;-0,555;0,163;0,282;-0,706;-0,449;32,984;-0,576;-0,407;-0,576;-0,533;-0,684;-0,407;-0,619;-0,662;-0,706;0,516;0,14;-0,512;0,648;2,464;0,648;-0,555;-0,793
"susciter";-0,349;-0,424;-0,394;-0,517;-0,455;-0,501;-0,319;-0,47;1,019;-0,289;-0,409;-0,379;-0,486;1,968;0,87;-0,47;-0,501;-0,379;26,241;1,296;8,775;-0,548;-0,349;-0,394;-0,563
"ski";-0,455;-0,554;-0,514;-0,674;79,104;-0,654;56,202;-0,614;-0,534;-0,377;0,517;-0,495;-0,634;-0,377;-0,574;-0,614;-0,654;-0,495;-0,695;-0,475;-0,455;-0,715;-0,455;-0,514;-0,735
"romand";-0,455;-0,554;-0,514;0,232;-0,594;-0,654;-0,416;21,679;-0,534;-0,377;-0,534;28,148;-0,634;-0,377;-0,574;-0,614;-0,654;-0,495;-0,695;0,709;0,786;-0,715;-0,455;-0,514;2,72
"rencontre";-0,455;0,464;-0,514;-0,674;-0,594;-0,654;-0,416;-0,614;-0,534;-0,377;-0,534;-0,495;3,549;1,191;4,192;0,332;-0,654;-0,495;0,205;-0,475;-0,455;8,775;-0,455;-0,514;2,72
"proche";-0,455;0,464;0,575;-0,674;0,372;0,263;-0,416;-0,614;-0,534;-0,377;4,702;0,638;0,296;-0,377;-0,574;-0,614;-0,654;-0,495;-0,695;0,709;31,029;-0,715;-0,455;-0,514;-0,735
"prison";-0,491;-0,597;-0,555;-0,727;-0,64;-0,706;-0,449;-0,662;0,408;-0,407;-0,576;-0,533;0,217;-0,407;-0,619;-0,662;0,188;-0,533;-0,749;-0,512;206,059;0,12;-0,491;-0,555;-0,793
"phénomène";-0,491;-0,597;-0,555;-0,727;-0,64;-0,706;-0,449;-0,662;0,408;-0,407;23,353;-0,533;-0,684;-0,407;-0,619;-0,662;-0,706;0,516;16,763;0,578;-0,491;2,464;-0,491;-0,555;0,101
"participer";-0,349;-0,424;-0,394;-0,517;-0,455;0,633;1,659;5,802;-0,409;-0,289;1,019;-0,379;-0,486;1,968;-0,44;0,742;-0,501;-0,379;-0,532;1,296;-0,349;-0,548;1,406;-0,394;0,456
"pari";-0,42;-0,511;0,715;-0,622;0,485;-0,603;-0,384;-0,566;-0,492;-0,348;-0,492;-0,456;-0,584;-0,348;-0,529;0,438;-0,603;0,787;-0,64;0,866;82,728;0,258;-0,42;-0,474;-0,678
"office";-0,243;-0,296;-0,275;1,365;-0,317;-0,349;-0,222;1,62;-0,285;-0,201;-0,285;-0,264;-0,339;-0,201;-0,306;-0,328;-0,349;12,696;1,29;-0,254;-0,243;1,22;2,643;-0,275;-0,393
"neuchâtel";-0,42;-0,511;-0,474;-0,622;-0,547;-0,603;-0,384;39,942;-0,492;-0,348;-0,492;50,935;-0,584;-0,348;-0,529;-0,566;-0,603;-0,456;-0,64;-0,438;-0,42;3,344;-0,42;-0,474;-0,678
"naturel";-0,349;0,942;-0,394;-0,517;6,088;46,354;-0,319;-0,47;-0,409;-0,289;-0,409;-0,379;-0,486;-0,289;-0,44;-0,47;-0,501;-0,379;-0,532;-0,364;-0,349;4,615;-0,349;-0,394;-0,563
"important";-0,384;-0,467;0,889;-0,569;-0,501;-0,552;-0,351;0,572;6,131;24,9;-0,451;-0,417;4,745;-0,318;-0,484;-0,518;-0,552;-0,417;0,397;-0,401;-0,384;-0,603;-0,384;0,889;-0,621
"haut";-0,599;0,157;-0,676;-0,887;26,73;0,053;4,479;2,21;2,905;-0,496;-0,702;0,261;-0,834;-0,496;-0,755;-0,807;-0,86;0,261;-0,914;-0,624;0,355;-0,94;-0,599;-0,676;0,013
"fermer";-0,455;-0,554;-0,514;3,187;0,372;-0,654;0,967;-0,614;25,681;-0,377;-0,534;5,295;-0,634;-0,377;0,416;-0,614;0,263;-0,495;-0,695;-0,475;0,786;-0,715;-0,455;-0,514;-0,735
"estimer";-0,491;-0,597;0,459;0,163;3,469;-0,706;-0,449;19,641;-0,576;-0,407;-0,576;-0,533;-0,684;-0,407;0,32;-0,662;-0,706;-0,533;0,14;5,003;-0,491;0,12;0,648;-0,555;-0,793
"emji_flocon";-0,563;-0,685;-0,636;-0,834;-0,734;-0,809;-0,514;-0,759;-0,66;-0,466;262,77;0,331;-0,784;-0,466;-0,709;-0,759;-0,809;-0,611;-0,859;-0,587;-0,563;-0,884;-0,563;-0,636;1,719
